order_number,order_line_number,external_order_id,order_date,order_type,order_status,channel,source_system,customer_id,customer_name,customer_po_number,customer_email,customer_phone,sku,item_number,product_name,product_category,subcategory,brand,unit_of_measure,quantity_ordered,quantity_allocated,quantity_shipped,quantity_backordered,unit_price,extended_price,discount_percent,discount_amount,tax_rate,tax_amount,freight_amount,order_total,currency,payment_terms,payment_method,payment_status,invoice_number,invoice_date,warehouse_id,warehouse_location_code,zone,aisle,rack,shelf,bin,ship_to_name,ship_to_address1,ship_to_address2,ship_to_city,ship_to_state,ship_to_postal_code,ship_to_country,carrier,service_level,tracking_number,requested_ship_date,actual_ship_date,created_by,created_timestamp,last_modified_timestamp
SO-2026-005236,1,EXT-MAR-89353274,2026-08-26,Sales Order,Shipped,Marketplace,Amazon,CUST-000413,Joshua Campbell,PO-485883,joshua.campbell413@examplecustomer.com,(940) 705-1768,MOU-TER-P896-SL-0294,ITM-000294,TerraWave P896-SL Wireless Mouse,Mouse,Wireless Mouse,TerraWave,EA,5,5,5,0,38.41,192.05,15.00,28.81,7.5000,12.24,0.00,175.48,USD,Net 15,Mastercard,Authorized,INV-2026-005236,2026-08-26,WH-MIA-01,Z10-A16-R049-S07-B01,Z10,A16,R049,S07,B01,Joshua Campbell,2452 Weston Ave,,Dallas,TX,75205,USA,USPS,Priority,US56215821325,2026-08-30,2026-08-30,jmartinez,2026-08-26 08:18:00,2026-08-31 08:59:00
SO-2026-005237,1,EXT-E-C-10598647,2026-09-24,Sales Order,Delivered,E-commerce,Manual Entry,CUST-001090,David Lewis,PO-226420,david.lewis1090@examplecustomer.com,(981) 495-7423,STO-NEX-G694-MAX-0076,ITM-000076,NextCom G694-MAX External SSD,Storage,External SSD,NextCom,EA,2,2,2,0,175.61,351.22,10.00,35.12,0.0000,0.00,49.99,366.09,USD,ACH Prepaid,ACH,Invoiced,INV-2026-005237,2026-09-24,WH-MIA-01,Z05-A40-R056-S07-B04,Z05,A40,R056,S07,B04,David Lewis,1825 Oak St,Dock 8,Atlanta,GA,30307,USA,Old Dominion,Standard Freight,OL43736926604,2026-09-28,2026-09-27,edi_user,2026-09-24 13:22:00,2026-09-29 09:44:00
SO-2026-005238,1,EXT-B2B-95955635,2026-08-25,Sales Order,Shipped,B2B,Shopify,CUST-000632,Ronald Carter,PO-110469,ronald.carter632@examplecustomer.com,(483) 832-4030,TV-COR-R963-PRO-0331,ITM-000331,CoreByte R963-PRO Smart TV,TV,Smart TV,CoreByte,EA,10,10,10,0,545.16,5451.60,5.00,272.58,0.0000,0.00,0.00,5179.02,USD,Credit Card,Visa,Paid,INV-2026-005238,2026-08-26,WH-MIA-01,Z20-A14-R094-S01-B02,Z20,A14,R094,S01,B02,Ronald Carter,5719 Elm Blvd,,Austin,TX,78798,USA,USPS,Standard Freight,US99531208179,2026-08-27,2026-08-27,shopify_api,2026-08-25 01:01:00,2026-09-02 22:43:00
SO-2026-005239,1,EXT-MAR-52460390,2026-06-30,Sales Order,Delivered,Marketplace,ERP,CUST-000073,Karen Tovar,PO-267950,karen.tovar73@examplecustomer.com,(329) 423-8767,MON-BRI-A187-WH-0804,ITM-000804,BrightView A187-WH Portable Monitor,Monitor,Portable Monitor,BrightView,EA,3,3,3,0,847.14,2541.42,0.00,0.00,8.7500,222.37,12.99,2776.78,USD,Credit Card,Net Terms,Invoiced,INV-2026-005239,2026-07-01,WH-MIA-01,Z12-A04-R068-S07-B02,Z12,A04,R068,S07,B02,Karen Tovar,4638 Jefferson Dr,,New York,NY,10097,USA,XPO,2-Day,XP46584474947,2026-07-01,2026-07-04,jmartinez,2026-06-30 22:48:00,2026-07-02 20:34:00
SO-2026-005240,1,EXT-B2B-59124421,2026-03-15,Replacement,Delivered,B2B,Shopify,CUST-000588,Ashley Hernandez,PO-649950,ashley.hernandez588@examplecustomer.com,(270) 237-5925,CAB-TER-P699-BK-0767,ITM-000767,TerraWave P699-BK Ethernet Cable,Cable,Ethernet Cable,TerraWave,EA,24,24,24,0,17.18,412.32,0.00,0.00,6.0000,24.74,7.99,445.05,USD,Net 15,Net Terms,Pending,INV-2026-005240,2026-03-15,WH-MIA-01,Z03-A19-R099-S01-B05,Z03,A19,R099,S01,B05,Ashley Hernandez,8914 Highland Ter,,Orlando,FL,32829,USA,DHL,Standard Freight,DH40531536462,2026-03-16,2026-03-20,system,2026-03-15 13:58:00,2026-03-25 17:22:00
SO-2026-005241,1,EXT-E-C-85216061,2026-11-25,Sales Order,Shipped,E-commerce,ERP,CUST-000227,Elizabeth Thomas,,elizabeth.thomas227@examplecustomer.com,(313) 478-6105,TV-NOV-A748-PRO-0102,ITM-000102,NovaVision A748-PRO OLED TV,TV,OLED TV,NovaVision,EA,10,10,10,0,1615.26,16152.60,0.00,0.00,8.2500,1332.59,49.99,17535.18,USD,Net 15,ACH,Paid,INV-2026-005241,2026-11-25,WH-MIA-01,Z18-A23-R057-S04-B01,Z18,A23,R057,S04,B01,Elizabeth Thomas,3853 Weston Rd,Dock 8,Austin,TX,78736,USA,UPS,2-Day,UP18232138227,2026-11-28,2026-12-01,kpatel,2026-11-25 23:44:00,2026-11-28 07:42:00
SO-2026-005242,1,EXT-MAR-11606308,2026-12-03,Sales Order,Delivered,Marketplace,ERP,CUST-000585,Melissa Silva,,melissa.silva585@examplecustomer.com,(263) 961-9312,COM-ZEN-G639-MAX-0573,ITM-000573,Zenith Digital G639-MAX Mini PC,Computer,Mini PC,Zenith Digital,EA,3,3,3,0,1224.36,3673.08,5.00,183.65,8.7500,305.33,9.99,3804.75,USD,Credit Card,ACH,Invoiced,INV-2026-005242,2026-12-06,WH-MIA-01,Z04-A38-R029-S05-B05,Z04,A38,R029,S05,B05,Melissa Silva,7203 Magnolia St,,New York,NY,10031,USA,USPS,Overnight,US24105225891,2026-12-05,2026-12-10,jmartinez,2026-12-03 15:50:00,2026-12-06 01:14:00
SO-2026-005243,1,EXT-E-C-28848310,2026-07-02,Sales Order,Shipped,E-commerce,EDI,CUST-000770,Kevin Campbell,,kevin.campbell770@examplecustomer.com,(639) 389-7257,MOU-QUA-R629-MAX-0974,ITM-000974,QuantumGear R629-MAX Bluetooth Mouse,Mouse,Bluetooth Mouse,QuantumGear,EA,4,4,4,0,127.99,511.96,10.00,51.20,8.7500,40.32,49.99,551.07,USD,Credit Card,PayPal,Invoiced,INV-2026-005243,2026-07-02,WH-MIA-01,Z11-A13-R085-S02-B02,Z11,A13,R085,S02,B02,Kevin Campbell,8138 Brickell Dr,,Denver,CO,80240,USA,DHL,Economy,DH52569312904,2026-07-04,2026-07-07,system,2026-07-02 21:11:00,2026-07-09 06:56:00
SO-2026-005244,1,EXT-E-C-42678374,2026-07-09,Sales Order,Delivered,E-commerce,Amazon,CUST-001120,Anthony Mitchell,PO-844937,anthony.mitchell1120@examplecustomer.com,(320) 532-7755,COM-COR-R544-PLUS-0783,ITM-000783,CoreByte R544-PLUS Mini PC,Computer,Mini PC,CoreByte,EA,12,12,12,0,1787.77,21453.24,0.00,0.00,8.2500,1769.89,0.00,23223.13,USD,Net 45,Wire,Refunded,INV-2026-005244,2026-07-10,WH-MIA-01,Z20-A05-R062-S02-B04,Z20,A05,R062,S02,B04,Anthony Mitchell,9711 Biscayne Ave,,Nashville,TN,37283,USA,FedEx,2-Day,FE86007124457,2026-07-10,2026-07-15,kpatel,2026-07-09 14:59:00,2026-07-14 09:12:00
SO-2026-005245,1,EXT-WHO-53313722,2026-08-06,Sales Order,Packed,Wholesale,EDI,CUST-000081,Richard Jones,PO-490262,richard.jones81@examplecustomer.com,(955) 931-7382,CAB-QUA-A869-SL-0806,ITM-000806,QuantumGear A869-SL DisplayPort Cable,Cable,DisplayPort Cable,QuantumGear,EA,3,3,0,0,40.72,122.16,10.00,12.22,0.0000,0.00,7.99,117.93,USD,Net 15,ACH,Paid,INV-2026-005245,2026-08-07,WH-MIA-01,Z01-A07-R057-S05-B05,Z01,A07,R057,S05,B05,Richard Jones,2272 Sunset Ter,,Seattle,WA,98168,USA,USPS,2-Day,US37709335494,2026-08-11,2026-08-12,mchen,2026-08-06 18:14:00,2026-08-08 08:11:00
SO-2026-005246,1,EXT-E-C-76232182,2026-12-22,Sales Order,Packed,E-commerce,EDI,CUST-001066,Greg Flores 1066,,greg.flores1066@examplecustomer.com,(771) 795-1178,MON-SIG-A960-PRO-0012,ITM-000012,SignalMax A960-PRO 4K Monitor,Monitor,4K Monitor,SignalMax,EA,4,4,0,0,583.55,2334.20,0.00,0.00,7.5000,175.06,19.99,2529.25,USD,COD,Net Terms,Refunded,INV-2026-005246,2026-12-25,WH-MIA-01,Z03-A03-R097-S01-B02,Z03,A03,R097,S01,B02,Greg Flores 1066,5642 Weston Ct,,New York,NY,10072,USA,XPO,Overnight,XP31102059665,2026-12-27,2026-12-25,shopify_api,2026-12-22 23:03:00,2026-12-23 18:21:00
SO-2026-005247,1,EXT-B2B-90841043,2026-04-07,Sales Order,Delivered,B2B,Shopify,CUST-000178,Kenneth Lopez,PO-302160,kenneth.lopez178@examplecustomer.com,(220) 568-5819,MON-APE-A512-SL-0336,ITM-000336,ApexTech A512-SL Ultrawide Monitor,Monitor,Ultrawide Monitor,ApexTech,EA,10,10,10,0,1045.98,10459.80,0.00,0.00,7.5000,784.48,0.00,11244.28,USD,Net 15,Net Terms,Invoiced,INV-2026-005247,2026-04-09,WH-MIA-01,Z02-A22-R005-S05-B01,Z02,A22,R005,S05,B01,Kenneth Lopez,8607 Madison Ave,,Atlanta,GA,30374,USA,UPS,2-Day,UP48776612130,2026-04-12,2026-04-13,jmartinez,2026-04-07 20:48:00,2026-04-17 15:11:00
SO-2026-005248,1,EXT-E-C-50359966,2026-11-15,Sales Order,Allocated,E-commerce,Amazon,CUST-000590,Ana Williams,,ana.williams590@examplecustomer.com,(637) 456-3885,CAB-NEX-X918-WH-0354,ITM-000354,NextCom X918-WH USB-C Cable,Cable,USB-C Cable,NextCom,BOX,3,3,0,0,54.43,163.29,5.00,8.16,0.0000,0.00,7.99,163.12,USD,Net 15,Net Terms,Paid,INV-2026-005248,2026-11-17,WH-MIA-01,Z10-A27-R020-S01-B02,Z10,A27,R020,S01,B02,Ana Williams,3420 Lincoln Way,,Seattle,WA,98188,USA,UPS,Standard Freight,,2026-11-18,,edi_user,2026-11-15 07:32:00,2026-11-18 01:56:00
SO-2026-005249,1,EXT-RET-66258283,2026-12-25,Sales Order,Shipped,Retail Store,ERP,CUST-000899,Linda Brown,PO-917967,linda.brown899@examplecustomer.com,(764) 512-3846,ACC-APE-P712-PRO-0560,ITM-000560,ApexTech P712-PRO USB Hub,Accessory,USB Hub,ApexTech,EA,4,4,4,0,57.35,229.40,0.00,0.00,7.5000,17.20,19.99,266.59,USD,Net 45,PayPal,Refunded,INV-2026-005249,2026-12-26,WH-MIA-01,Z20-A31-R025-S07-B04,Z20,A31,R025,S07,B04,Linda Brown,2420 Lakeview Dr,,Atlanta,GA,30350,USA,DHL,Economy,DH42800690924,2026-12-27,2026-12-28,edi_user,2026-12-25 20:04:00,2026-12-28 07:52:00
SO-2026-005250,1,EXT-MAR-48727922,2026-05-14,Sales Order,Shipped,Marketplace,Shopify,CUST-000335,Luis Robinson,,luis.robinson335@examplecustomer.com,(979) 290-8455,ACC-TER-R265-MAX-0969,ITM-000969,TerraWave R265-MAX Docking Station,Accessory,Docking Station,TerraWave,EA,12,12,12,0,441.22,5294.64,0.00,0.00,0.0000,0.00,0.00,5294.64,USD,Credit Card,Mastercard,Paid,INV-2026-005250,2026-05-14,WH-MIA-01,Z10-A14-R098-S06-B04,Z10,A14,R098,S06,B04,Luis Robinson,4708 Jefferson Ct,,Miami,FL,33132,USA,FedEx,Ground,FE72704516499,2026-05-18,2026-05-21,jmartinez,2026-05-14 11:22:00,2026-05-18 03:09:00
SO-2026-005251,1,EXT-B2B-10775692,2026-09-17,Return Exchange,Packed,B2B,Amazon,CUST-000809,Juan Hernandez,,juan.hernandez809@examplecustomer.com,(253) 819-3063,TV-APE-A389-MAX-0222,ITM-000222,ApexTech A389-MAX Mini-LED TV,TV,Mini-LED TV,ApexTech,EA,3,3,0,0,2490.52,7471.56,15.00,1120.73,8.7500,555.70,19.99,6926.52,USD,COD,Wire,Refunded,INV-2026-005251,2026-09-19,WH-MIA-01,Z13-A07-R034-S05-B05,Z13,A07,R034,S05,B05,Juan Hernandez,2089 Washington Ter,,Nashville,TN,37241,USA,XPO,Ground,XP57051558121,2026-09-19,2026-09-18,system,2026-09-17 10:12:00,2026-09-20 19:01:00
SO-2026-005252,1,EXT-RET-66655334,2026-09-10,Sales Order,Shipped,Retail Store,Shopify,CUST-001111,Kimberly Adams 1111,,kimberly.adams1111@examplecustomer.com,(874) 909-9200,MOU-ZEN-R439-WH-0180,ITM-000180,Zenith Digital R439-WH Wireless Mouse,Mouse,Wireless Mouse,Zenith Digital,EA,1,1,1,0,158.79,158.79,0.00,0.00,8.7500,13.89,99.99,272.67,USD,Net 45,Net Terms,Refunded,INV-2026-005252,2026-09-10,WH-MIA-01,Z07-A16-R055-S03-B05,Z07,A16,R055,S03,B05,Kimberly Adams 1111,2738 Brickell Blvd,,New York,NY,10097,USA,Old Dominion,2-Day,OL54772866454,2026-09-15,2026-09-13,shopify_api,2026-09-10 21:36:00,2026-09-18 20:58:00
SO-2026-005253,1,EXT-WHO-68236246,2026-11-25,Sales Order,Delivered,Wholesale,Shopify,CUST-000408,Mary Rivera,,mary.rivera408@examplecustomer.com,(583) 807-3416,ROU-APE-R428-WH-0952,ITM-000952,ApexTech R428-WH 5G Router,Router,5G Router,ApexTech,EA,1,1,1,0,583.43,583.43,0.00,0.00,7.0000,40.84,49.99,674.26,USD,COD,Mastercard,Invoiced,INV-2026-005253,2026-11-27,WH-MIA-01,Z12-A23-R093-S07-B02,Z12,A23,R093,S07,B02,Mary Rivera,6152 Cedar Dr,,Dallas,TX,75212,USA,FedEx,2-Day,FE98763234102,2026-11-27,2026-11-26,edi_user,2026-11-25 15:54:00,2026-11-29 05:56:00
SO-2026-005254,1,EXT-MAR-74566577,2026-01-18,Sales Order,Picked,Marketplace,Shopify,CUST-000656,Kimberly Adams,PO-801313,kimberly.adams656@examplecustomer.com,(967) 878-1127,CAB-VOL-P789-SL-0419,ITM-000419,VoltEdge P789-SL Power Cable,Cable,Power Cable,VoltEdge,PACK,5,5,0,0,72.03,360.15,0.00,0.00,0.0000,0.00,0.00,360.15,USD,Net 45,Wire,Paid,INV-2026-005254,2026-01-21,WH-MIA-01,Z15-A39-R094-S02-B05,Z15,A39,R094,S02,B05,Kimberly Adams,4570 Elm Rd,,Fort Lauderdale,FL,33392,USA,UPS,Economy,UP47533286303,2026-01-20,2026-01-21,mchen,2026-01-18 15:31:00,2026-01-22 06:24:00
SO-2026-005255,1,EXT-MAR-73105220,2026-04-11,Sales Order,Picked,Marketplace,EDI,CUST-000130,Andrew Ramirez,,andrew.ramirez130@examplecustomer.com,(904) 911-4749,ACC-NOV-X239-PRO-0917,ITM-000917,NovaVision X239-PRO Docking Station,Accessory,Docking Station,NovaVision,EA,2,2,0,0,337.16,674.32,10.00,67.43,8.7500,53.10,12.99,672.98,USD,Credit Card,Amex,Invoiced,INV-2026-005255,2026-04-14,WH-MIA-01,Z11-A31-R052-S05-B01,Z11,A31,R052,S05,B01,Andrew Ramirez,5075 Palm Blvd,,Atlanta,GA,30328,USA,XPO,Overnight,XP96671058871,2026-04-15,2026-04-16,jmartinez,2026-04-11 23:50:00,2026-04-17 20:41:00
SO-2026-005256,1,EXT-E-C-14441411,2026-05-19,Return Exchange,Shipped,E-commerce,Manual Entry,CUST-000036,Sofia Scott,,sofia.scott36@examplecustomer.com,(317) 800-5723,KEY-NOV-R995-MAX-0582,ITM-000582,NovaVision R995-MAX Mechanical Keyboard,Keyboard,Mechanical Keyboard,NovaVision,EA,1,1,1,0,233.21,233.21,5.00,11.66,8.7500,19.39,9.99,250.93,USD,Net 30,PayPal,Refunded,INV-2026-005256,2026-05-20,WH-MIA-01,Z09-A26-R082-S03-B04,Z09,A26,R082,S03,B04,Sofia Scott,2518 Lincoln Ave,,Orlando,FL,32839,USA,DHL,Economy,DH97352068321,2026-05-21,2026-05-20,shopify_api,2026-05-19 19:46:00,2026-05-26 02:48:00
SO-2026-005257,1,EXT-RET-43518094,2026-09-01,Sales Order,New,Retail Store,ERP,CUST-001160,Rosa Johnson,PO-283544,rosa.johnson1160@examplecustomer.com,(666) 661-9372,ROU-COR-N260-BK-0574,ITM-000574,CoreByte N260-BK 5G Router,Router,5G Router,CoreByte,EA,1,1,0,0,107.53,107.53,0.00,0.00,0.0000,0.00,7.99,115.52,USD,ACH Prepaid,Net Terms,Pending,,,WH-MIA-01,Z01-A29-R057-S02-B01,Z01,A29,R057,S02,B01,Rosa Johnson,7661 Magnolia St,Dock 8,Chicago,IL,60669,USA,FedEx,Economy,,2026-09-03,,mchen,2026-09-01 00:29:00,2026-09-02 21:46:00
SO-2026-005258,1,EXT-RET-96484513,2026-08-15,Sales Order,Allocated,Retail Store,Shopify,CUST-000844,Richard Silva,,richard.silva844@examplecustomer.com,(720) 349-4281,ACC-TER-P198-PLUS-0759,ITM-000759,TerraWave P198-PLUS Docking Station,Accessory,Docking Station,TerraWave,EA,10,10,0,0,426.69,4266.90,0.00,0.00,7.5000,320.02,99.99,4686.91,USD,Credit Card,Mastercard,Authorized,INV-2026-005258,2026-08-18,WH-MIA-01,Z08-A38-R028-S03-B05,Z08,A38,R028,S03,B05,Richard Silva,1032 Miramar Ln,,Miami,FL,33143,USA,Old Dominion,Overnight,,2026-08-20,,system,2026-08-15 15:52:00,2026-08-23 14:55:00
SO-2026-005259,1,EXT-WHO-60420872,2026-11-02,Sales Order,Delivered,Wholesale,Shopify,CUST-000800,Emily Ramirez 800,,emily.ramirez800@examplecustomer.com,(653) 580-4655,MON-TER-A452-WH-0892,ITM-000892,TerraWave A452-WH LED Monitor,Monitor,LED Monitor,TerraWave,EA,1,1,1,0,969.32,969.32,10.00,96.93,6.0000,52.34,9.99,934.72,USD,Net 15,Net Terms,Authorized,INV-2026-005259,2026-11-03,WH-MIA-01,Z17-A02-R046-S02-B03,Z17,A02,R046,S02,B03,Emily Ramirez 800,8960 Pine Ln,,Miami,FL,33112,USA,USPS,Ground,US37545463834,2026-11-05,2026-11-07,shopify_api,2026-11-02 23:22:00,2026-11-08 21:28:00
SO-2026-005260,1,EXT-RET-29697791,2026-04-23,Sales Order,Picked,Retail Store,ERP,CUST-000698,Matthew Thompson 698,,matthew.thompson698@examplecustomer.com,(849) 715-2803,STO-APE-P163-PLUS-0705,ITM-000705,ApexTech P163-PLUS External SSD,Storage,External SSD,ApexTech,EA,1,1,0,0,310.31,310.31,0.00,0.00,6.0000,18.62,12.99,341.92,USD,Net 30,Amex,Pending,INV-2026-005260,2026-04-24,WH-MIA-01,Z10-A08-R020-S03-B04,Z10,A08,R020,S03,B04,Matthew Thompson 698,8689 Highland Ln,,Miami,FL,33157,USA,FedEx,Standard Freight,FE98516638269,2026-04-28,2026-04-30,shopify_api,2026-04-23 05:59:00,2026-04-26 11:10:00
SO-2026-005261,1,EXT-MAR-73714256,2026-11-21,Sales Order,Shipped,Marketplace,Manual Entry,CUST-000867,Matthew Hill 867,PO-404440,matthew.hill867@examplecustomer.com,(475) 824-9613,CAB-VOL-A241-MAX-0257,ITM-000257,VoltEdge A241-MAX HDMI Cable,Cable,HDMI Cable,VoltEdge,BOX,3,3,3,0,20.60,61.80,15.00,9.27,8.2500,4.33,7.99,64.85,USD,ACH Prepaid,PayPal,Paid,INV-2026-005261,2026-11-23,WH-MIA-01,Z01-A14-R074-S08-B04,Z01,A14,R074,S08,B04,Matthew Hill 867,5931 Madison Ct,,Tampa,FL,33660,USA,USPS,2-Day,US61434298660,2026-11-25,2026-11-23,system,2026-11-21 23:25:00,2026-11-23 23:50:00
SO-2026-005262,1,EXT-WHO-36920779,2026-05-28,Sales Order,Shipped,Wholesale,Manual Entry,CUST-001078,Carol Gonzalez 1078,PO-758429,carol.gonzalez1078@examplecustomer.com,(228) 502-1509,MOU-SIG-G741-MAX-0623,ITM-000623,SignalMax G741-MAX Ergonomic Mouse,Mouse,Ergonomic Mouse,SignalMax,EA,50,50,50,0,80.67,4033.50,5.00,201.68,7.0000,268.23,9.99,4110.04,USD,Net 30,ACH,Authorized,INV-2026-005262,2026-05-29,WH-MIA-01,Z08-A27-R047-S06-B04,Z08,A27,R047,S06,B04,Carol Gonzalez 1078,5875 Maple Dr,,Philadelphia,PA,19151,USA,USPS,Ground,US79636308421,2026-06-02,2026-05-30,mchen,2026-05-28 09:52:00,2026-06-02 17:57:00
SO-2026-005263,1,EXT-RET-43162186,2026-09-29,Sales Order,Shipped,Retail Store,ERP,CUST-000102,James Lewis,PO-528718,james.lewis102@examplecustomer.com,(297) 739-1385,COM-NEX-N946-PLUS-0065,ITM-000065,NextCom N946-PLUS Desktop PC,Computer,Desktop PC,NextCom,EA,5,5,5,0,529.44,2647.20,15.00,397.08,6.0000,135.01,19.99,2405.12,USD,Net 45,Wire,Invoiced,INV-2026-005263,2026-10-01,WH-MIA-01,Z03-A38-R076-S05-B01,Z03,A38,R076,S05,B01,James Lewis,5816 Biscayne Dr,,Los Angeles,CA,90093,USA,USPS,2-Day,US95368154421,2026-10-03,2026-10-05,mchen,2026-09-29 04:24:00,2026-09-30 05:52:00
SO-2026-005264,1,EXT-WHO-29297811,2026-02-12,Sales Order,Shipped,Wholesale,Shopify,CUST-001069,Thomas Ramirez 1069,PO-342230,thomas.ramirez1069@examplecustomer.com,(729) 730-4412,CAB-VOL-X547-SL-0760,ITM-000760,VoltEdge X547-SL USB-C Cable,Cable,USB-C Cable,VoltEdge,EA,2,2,2,0,63.22,126.44,0.00,0.00,7.0000,8.85,0.00,135.29,USD,Net 15,Mastercard,Refunded,INV-2026-005264,2026-02-14,WH-MIA-01,Z06-A06-R095-S02-B04,Z06,A06,R095,S02,B04,Thomas Ramirez 1069,7310 Maple St,,Jacksonville,FL,32272,USA,USPS,Economy,US30138700075,2026-02-17,2026-02-14,kpatel,2026-02-12 14:01:00,2026-02-12 06:00:00
SO-2026-005265,1,EXT-MAR-68803403,2026-08-27,Sales Order,Shipped,Marketplace,Manual Entry,CUST-000357,Jennifer Hernandez,PO-328420,jennifer.hernandez357@examplecustomer.com,(221) 492-4624,AUD-SIG-X868-WH-0392,ITM-000392,SignalMax X868-WH Soundbar,Audio,Soundbar,SignalMax,EA,24,24,24,0,628.85,15092.40,15.00,2263.86,6.0000,769.71,12.99,13611.24,USD,Net 45,Mastercard,Authorized,INV-2026-005265,2026-08-28,WH-MIA-01,Z08-A09-R085-S03-B01,Z08,A09,R085,S03,B01,Jennifer Hernandez,5093 Maple Ln,,Fort Lauderdale,FL,33364,USA,Old Dominion,Overnight,OL97036865882,2026-08-31,2026-09-02,mchen,2026-08-27 10:59:00,2026-09-06 00:18:00
SO-2026-005266,1,EXT-MAR-36534236,2026-12-08,Sales Order,Shipped,Marketplace,Shopify,CUST-001124,Brian White,PO-171376,brian.white1124@examplecustomer.com,(435) 498-8560,CAB-PIX-X932-PLUS-0451,ITM-000451,PixelPro X932-PLUS USB-C Cable,Cable,USB-C Cable,PixelPro,BOX,2,2,2,0,10.42,20.84,15.00,3.13,6.0000,1.06,19.99,38.76,USD,Net 30,Wire,Pending,INV-2026-005266,2026-12-08,WH-MIA-01,Z13-A19-R052-S04-B02,Z13,A19,R052,S04,B02,Brian White,2967 Lincoln Way,,Houston,TX,77059,USA,Old Dominion,Priority,OL53510095564,2026-12-11,2026-12-12,kpatel,2026-12-08 02:53:00,2026-12-16 18:14:00
SO-2026-005267,1,EXT-MAR-60038288,2026-04-19,Sales Order,Processing,Marketplace,Manual Entry,CUST-000209,George White,PO-609691,george.white209@examplecustomer.com,(487) 552-9192,AUD-PIX-A683-MAX-0278,ITM-000278,PixelPro A683-MAX Bluetooth Speaker,Audio,Bluetooth Speaker,PixelPro,EA,24,24,0,0,934.14,22419.36,0.00,0.00,7.5000,1681.45,7.99,24108.80,USD,Net 15,ACH,Paid,INV-2026-005267,2026-04-22,WH-MIA-01,Z13-A27-R049-S08-B02,Z13,A27,R049,S08,B02,George White,2065 Doral Way,,Miami,FL,33119,USA,Old Dominion,Economy,,2026-04-24,,jmartinez,2026-04-19 02:37:00,2026-04-27 13:25:00
SO-2026-005268,1,EXT-WHO-59928156,2026-08-11,Sales Order,Shipped,Wholesale,ERP,CUST-000303,Sarah Walker,,sarah.walker303@examplecustomer.com,(465) 383-4678,ROU-SIG-X641-SL-0744,ITM-000744,SignalMax X641-SL VPN Router,Router,VPN Router,SignalMax,EA,24,24,24,0,833.41,20001.84,0.00,0.00,7.5000,1500.14,0.00,21501.98,USD,Net 15,Visa,Authorized,INV-2026-005268,2026-08-14,WH-MIA-01,Z05-A09-R069-S03-B01,Z05,A09,R069,S03,B01,Sarah Walker,9890 Coral Dr,,Dallas,TX,75211,USA,USPS,Standard Freight,US11586310497,2026-08-14,2026-08-12,kpatel,2026-08-11 20:40:00,2026-08-15 15:00:00
SO-2026-005269,1,EXT-WHO-87412214,2026-08-21,Sales Order,Shipped,Wholesale,EDI,CUST-000722,Andrew Silva,,andrew.silva722@examplecustomer.com,(509) 473-4238,TV-COR-X612-SL-0733,ITM-000733,CoreByte X612-SL LED TV,TV,LED TV,CoreByte,EA,5,5,5,0,833.19,4165.95,0.00,0.00,8.2500,343.69,99.99,4609.63,USD,Net 15,Visa,Refunded,INV-2026-005269,2026-08-24,WH-MIA-01,Z09-A14-R093-S04-B03,Z09,A14,R093,S04,B03,Andrew Silva,808 Weston Blvd,,San Diego,CA,92167,USA,FedEx,Overnight,FE26766990299,2026-08-23,2026-08-24,kpatel,2026-08-21 20:55:00,2026-08-24 18:23:00
SO-2026-005270,1,EXT-MAR-45968600,2026-08-22,Sales Order,Shipped,Marketplace,Shopify,CUST-000141,Anthony Green 141,PO-434352,anthony.green141@examplecustomer.com,(656) 259-3632,TV-COR-R963-PRO-0331,ITM-000331,CoreByte R963-PRO Smart TV,TV,Smart TV,CoreByte,EA,3,3,3,0,545.16,1635.48,0.00,0.00,0.0000,0.00,19.99,1655.47,USD,Credit Card,Visa,Pending,INV-2026-005270,2026-08-24,WH-MIA-01,Z20-A14-R094-S01-B02,Z20,A14,R094,S01,B02,Anthony Green 141,6955 Doral Ct,,Nashville,TN,37265,USA,USPS,Ground,US84308086373,2026-08-27,2026-08-24,shopify_api,2026-08-22 19:05:00,2026-08-25 07:37:00
SO-2026-005271,1,EXT-WHO-28163518,2026-10-04,Sales Order,Cancelled,Wholesale,EDI,CUST-000718,Emily Flores,PO-361432,emily.flores718@examplecustomer.com,(568) 715-1198,MOU-BRI-X997-SL-0781,ITM-000781,BrightView X997-SL Wireless Mouse,Mouse,Wireless Mouse,BrightView,EA,5,0,0,0,124.10,620.50,15.00,93.08,8.7500,46.15,12.99,586.56,USD,COD,Visa,Voided,,,WH-MIA-01,Z08-A32-R033-S06-B02,Z08,A32,R033,S06,B02,Emily Flores,4157 Weston Ct,,Philadelphia,PA,19133,USA,DHL,Ground,,2026-10-09,,mchen,2026-10-04 13:56:00,2026-10-14 14:38:00
